	A	X	Y
0	0.0	18.5996416030953	29.74200357933512
1	0.0	44.48289312882569	17.45427108357011
2	0.0	33.91643620219698	37.11587875255881
3	0.0	22.650644871591965	32.13449728718179
4	0.0	45.82087119770637	29.467520510655532
5	0.0	43.472962660214705	29.468451018455873
6	14.231365977573294	25.67830084767542	25.3112568064315
7	0.0	46.989580129399016	29.25328176850089
8	0.0	34.2320663964804	35.137955692077085
9	0.0	8.286709799630797	8.659663403569374
10	0.0	17.094249514512306	3.9716060145001766
11	0.0	45.38951032877996	30.092559807163486
12	0.0	46.4503971257468	27.434773262124562
13	0.0	22.451761656268346	1.617160410397271
14	7.567255115521879	48.49245802855549	9.529050050402882
15	8.216225684033091	42.6511924744783	29.86007442595105
16	8.915027175750598	44.64054876119085	31.067296697559094
17	0.0	44.4502792303779	31.06100531499486
18	0.0	30.86733872173781	16.070431599427998
19	0.0	28.42238946064049	15.188130759730324
20	0.0	26.89088190808395	27.065716097470776
21	0.0	44.544374208004186	30.030659050005546
22	6.908702407113169	19.052725792139757	45.55163802803495
23	0.0	43.0014523885392	31.192423950316304
24	0.0	14.2080806097591	24.953226694545272
25	0.0	29.964423639718625	32.09667119681376
26	0.0	49.366643700339516	18.230876554712466
27	0.0	29.032839925724197	21.763255171976944
28	0.0	26.756152964195746	32.57200991538553
29	0.0	44.74135756111271	30.658857513766666
30	9.42342112039946	41.729336909792224	32.394857270035686
31	0.0	17.07920449419274	4.308739519362051
32	0.0	32.96725791820247	22.233803568063106
33	0.0	44.58696641669328	24.95431551158352
34	9.50097168847874	46.58756945984354	29.867233412348835
35	0.0	37.93662261389156	31.79575085021966
36	0.0	7.637431405115909	39.84557642719555
37	0.0	16.797385768234378	2.9449396771788314
38	0.0	12.380589544536683	38.26935759445329
39	0.0	13.670307722797826	41.09154395169209
40	8.835980592143791	42.69160856881353	32.744972323249605
41	0.0	9.790300052385248	25.11018761005704
42	0.0	32.11781731247209	40.93155974781246
43	0.0	44.54136912034614	31.896133358710944
44	0.0	31.14097007879442	18.247794167518016
45	0.0	34.984205865090104	26.217650474644937
46	0.0	23.643061678674435	40.224557974397726
47	0.0	46.14187903062818	18.675309752192046
48	0.0	19.066755551197566	7.196868530203926
49	7.051140551440777	11.322557812801687	48.71521377474628
50	0.0	12.179188565966141	44.3897211810221
51	0.0	45.642212955594196	30.063209673896328
52	4.624364880440519	39.22084589925606	10.756567373224895
53	0.0	44.44066162007257	28.00454839375057
54	0.0	43.44981307760569	48.37190710415068
55	0.0	41.25076624725763	29.248416509660228
56	0.0	46.44514782572367	19.497723356464906
57	9.383630056030235	44.73196291505726	14.414525698103363
58	0.0	48.018535523549986	19.49456843978322
59	0.0	33.170210545196475	18.838798303905616
60	0.0	34.39124443892039	40.77213319446569
61	8.92523442710656	46.80783993160809	30.967335835818034
62	0.0	45.10908572407862	30.423704361489502
63	0.0	13.049348203863373	3.416794459374616
64	0.0	42.78182557082481	32.06582907638604
65	0.0	19.56576928191021	7.257507208973864
66	0.0	32.836427517813625	36.23511029663881
67	0.0	31.224730044978696	33.06911906125715
68	8.876825774888166	42.00397416896623	28.716232758045603
69	0.0	33.6341006681281	38.78300124469989
70	0.0	34.85952734430091	20.750126960828407
71	8.977920782837721	44.7620941030367	31.610234927210335
72	0.0	44.27620599206843	30.692637809473624
73	9.451365067386833	44.65360101283528	30.710493701467826
74	0.0	51.48249905184712	22.23238016254255
75	0.0	-2.4579225087260688	34.46406900182468
76	5.961914233701067	37.78648617907084	26.831991366857714
77	5.534063872155242	19.875429123101142	27.986402038854273
78	0.0	28.409700832987642	27.82957372775678
79	0.0	4.167458162888379	33.33857151908788
80	0.0	-0.7864478619170531	34.29596111582546
81	0.0	42.83784252069993	30.556389441998984
82	8.810686372184625	41.79854515828793	31.942417694976484
83	8.712121386424831	38.61014738705011	16.42933727078516
84	9.593897702664393	45.08964776253258	29.027437309906013
85	0.0	47.77124906484207	29.520117148958796
86	9.624343910716064	42.6163177722585	31.579146537707977
87	0.0	45.54738528795797	31.982235671165895
88	10.791751563483508	29.21465828957916	12.325140307009741
89	9.954304568604178	43.259133990513284	30.99450884642672
90	0.0	43.85635087702608	29.30107518692653
91	0.0	30.09694466893126	31.143068028459343
92	0.0	43.90681364958315	30.080354393082015
93	0.0	44.222811613017605	30.13978993294288
94	0.0	51.73289624564074	48.91578816672735
95	0.0	43.12167061597327	30.49486346206813
96	0.0	35.43064589743861	7.448337346291494
97	0.0	44.492611905694076	28.502726305599133
98	0.0	49.06586977262032	16.299960128308502
99	0.0	14.752730452995209	15.335373080977275
100	0.0	14.756919280398982	21.857315096198175
101	0.0	10.695021133641054	39.02724504372843
102	9.118818088365263	48.55725793477681	27.729207443652058
103	0.0	17.204894937547994	4.779468210389982
104	0.0	29.25004584551275	29.57001634652433
105	0.0	45.35569517185701	29.134866573965738
106	9.852877491451252	45.87329637584153	28.19766589475314
107	0.0	50.82186759337978	47.912249920741864
108	0.0	12.216942827987971	-1.1166051726852082
109	0.0	47.888045264165875	17.556076217358502
110	9.857944196868182	45.00545817421044	31.3187215193053
111	0.0	22.707693363862617	25.39455734749363
112	0.0	-0.18965487199543546	42.437877627009385
113	0.0	44.001120545016875	27.186656159301933
114	0.0	12.608583629457721	1.016354732231286
115	9.861494976233262	41.825776454193125	26.05989258633931
116	0.0	45.41108839445475	31.927080070519793
117	9.348681690616747	44.009256790049264	27.007826795771606
118	9.583073390951023	47.67877487085706	27.982688638588797
119	0.0	32.6217732774096	33.29440064911112
120	13.134931527565124	8.91956034454725	26.62351769116717
121	0.0	11.167655250174711	39.326309743272155
122	0.0	35.65585834962369	34.34563972718896
123	0.0	47.80886948491465	4.721452955312991
124	0.0	29.92213162535726	32.80371103750297
125	8.379924222260334	43.47941351525108	30.967886205389565
126	9.305008775910201	42.792572336075466	27.90123698541983
127	0.0	47.31393054964418	31.229445855653427
128	9.609290395286367	43.47458683646442	29.421823297222957
129	0.0	44.58421489775507	29.099266734213998
130	8.809381157153721	45.42499259437137	31.64259551017679
131	0.0	45.53569637793822	29.372010848259528
132	8.648046133864618	12.972627956503436	36.66587302634776
133	8.593124167981971	45.68923966721424	28.64073109037305
134	0.0	18.562629060188435	46.84696317372833
135	0.0	45.211543370927224	29.344984737808936
136	0.0	33.11789426149817	38.66743114497693
137	0.0	32.60297156689658	23.491870322588287
138	0.0	46.990638835934405	8.965195090969166
139	0.0	44.95697068619097	31.86333208141962
140	0.0	36.99299304500716	9.128405294273223
141	0.0	42.896726573124646	30.595344282272016
142	0.0	29.780536816895168	33.7787926705788
143	0.0	44.33607971896161	31.316981376407202
144	9.599763227037297	40.72214021149464	30.313227299992764
145	0.0	48.48255438845765	18.525338216059126
146	9.875704225917792	45.52079564491441	31.516842323433192
147	9.689570261003187	45.82101636174035	30.716249321567812
148	0.0	6.669634025315647	39.49309208823449
149	0.0	16.588234704399255	30.62797401992132
150	0.0	46.0166900912201	6.80647164556521
151	0.0	41.701102438709604	28.59904675637103
152	0.0	16.750792789463226	44.00035816496263
153	0.0	46.38748951094103	30.189956252113067
154	6.583744624327111	34.798202648808626	5.310438275671975
155	0.0	23.502545393514954	2.5849672917713518
156	0.0	48.57432387852312	31.037746635538564
157	0.0	15.873040836580392	16.25444627055844
158	5.278690019375182	21.210609964933997	48.73933813213307
159	0.0	7.621769161267833	42.93426649164597
160	0.0	13.836626343117644	2.745847441959734
161	9.659363773082347	47.564356022837416	29.77069970886186
162	5.679539021445524	9.854188916898776	12.78955187166979
163	8.851610119479574	45.22693153302734	31.535632071638954
164	10.22517299678315	31.663927774292212	10.55573902941963
165	0.0	5.610768923325226	41.79950715185083
166	0.0	18.579224589847	6.726038410661178
167	0.0	45.81254196325766	29.546704266890803
168	0.0	37.30265075059854	9.754488448545903
169	0.0	-1.1949079077115052	32.80523602931894
170	0.0	31.790319350674118	35.09970183213985
171	0.0	31.151716600589946	39.868698414518505
172	0.0	7.842016177145719	16.680686009303678
173	0.0	32.369548392892916	35.92549609800351
174	0.0	11.003809532731719	26.57834021909999
175	0.0	17.308577470445567	42.14658170299027
176	13.883400038457978	49.08671101430181	25.43094324277225
177	0.0	26.726925400301493	11.956788355166955
178	0.0	45.496593672864584	28.745468788470497
179	9.34386250314204	45.55433069165947	28.0640240664314
180	0.0	-0.08065729532203492	34.00995590381555
181	14.678235042836448	16.44140667962158	32.00318206024001
182	0.0	10.539097328470104	37.686382610756056
183	9.889121931070738	42.86676773493613	32.264037686903805
184	0.0	32.46263130989527	24.64522686864815
185	0.0	-2.837096261802464	37.73180649862045
186	0.0	47.78774217935661	4.753707374429471
187	0.0	8.29382633436302	30.60206837257802
188	0.0	34.75146977817515	8.878374543730192
189	9.675727279068031	45.99449799713063	30.848412894184435
190	8.560761442794126	38.79694876358117	7.497323205025136
191	0.0	9.624875175918877	27.952535870745514
192	0.0	42.990893950190916	30.79234134653743
193	0.0	34.19568057588308	7.742817735231723
194	0.0	4.022326004742214	44.62390351711847
195	0.0	22.269646169132926	25.2829521782004
196	0.0	16.036176626049016	4.060126026786573
197	8.426379262305684	43.56650951401894	30.33516585462375
198	8.82904806380607	46.527761677281156	27.65251444164755
199	0.0	33.67160464227008	26.545239911012185
200	0.0	21.754222944352737	1.577638063648216
201	0.0	47.817899801507025	6.031485556476153
202	0.0	45.290332025972546	30.64738692238154
203	0.0	19.938633688622193	-0.47616091306310904
204	0.0	45.97063306327934	17.79374710661814
205	0.0	48.068646394454476	18.09127665665778
206	0.0	31.151716600589946	39.868698414518505
207	9.1308898899114	40.510553384481135	28.5887470775265
208	13.902850809697185	37.06298367624665	30.195260376040732
209	0.0	27.63838066178973	34.236042504369465
210	0.0	31.66266725535618	31.266737697668248
211	0.0	40.779146454127805	0.06875423354676213
212	0.0	11.82159767774753	40.10398054574823
213	0.0	45.66182801619602	28.773733089909033
214	0.0	2.0375237176068643	37.08301604414729
215	12.370537176789838	44.619544024688004	30.38068116682933
216	9.595944952026223	48.62440026555756	28.869824462487014
217	0.0	36.42141536287347	39.591449356159934
218	0.0	46.532155782897455	29.938725158256197
219	0.0	50.514323205931554	-0.02053246717109225
220	0.0	44.145358939620564	31.0084804789404
221	0.0	44.581812517866155	29.362253546640524
222	9.546177491637724	44.59814166343249	30.08324209507625
223	0.0	50.101476038990484	49.20618324151751
224	0.0	0.09904456965777064	9.732050571031547
225	0.0	47.64225332857419	29.251676187043905
226	4.6830573902471	13.908646304307643	42.159831916864995
227	1.595717976032055	18.890784564940788	5.094409815961659
228	0.0	20.595495329526134	3.3270749626569507
229	12.293708350342191	44.93686706852185	28.99081279795705
230	4.196735014943352	13.465875451479864	6.8473955578290555
231	0.0	10.144199863765236	38.39041884315274
232	0.0	37.18867157088759	19.814475072663836
233	0.0	33.705927313091635	29.660444715278548
234	0.0	32.491346242136515	41.05263540575131
235	0.0	45.32500616030737	30.570589244146653
236	0.0	5.84550991905887	25.22942226534048
237	9.297359883566587	44.94779966101893	29.858034409247384
238	13.226854835042598	46.94451716283701	29.444691867314138
239	6.908702407113169	19.052725792139757	45.55163802803495
240	0.0	44.32038143752413	30.847207619725015
241	9.343652369796626	44.74131537047965	29.73391777478322
242	0.0	15.361208731445444	1.7301686049398726
243	0.0	29.951100665078066	39.540471830446876
244	0.0	8.62113609472248	39.50019157946411
245	9.068075755519923	45.84428143958443	29.250966669419853
246	1.2016013104966994	15.547402850089604	11.976532183724187
247	8.991790277398387	49.4921650064987	31.310959723269978
248	4.888446188941767	6.379688350558271	8.8521248908133
249	0.0	32.88933023345557	19.424446539406315
250	9.4638553930778	47.04200746130764	30.63105201238783
251	0.0	16.44427704741287	34.219436123243426
252	8.31079021944341	43.22647849840469	30.72015371466783
253	0.0	13.143253142892771	1.0971916458292494
254	8.802303196693416	43.00972475392646	30.12022908848344
255	0.0	32.89683446022718	30.860823035772388
256	0.0	44.924018423991484	29.14592395023283
257	0.0	44.62392814278603	29.072355961978985
258	8.560761442794126	38.79694876358117	7.497323205025136
259	0.0	29.817352740416077	31.314828386036975
260	9.496960730068247	45.9410584809525	31.348256548967218
261	0.0	30.342374362602538	15.178973709060402
262	0.0	43.32165948188208	30.461380765514807
263	5.039988310882723	26.52071181118198	7.884098315786748
264	0.0	28.997938347536575	26.143725227694496
265	0.0	50.08355680417733	22.669955788333468
266	0.0	35.85252624814182	42.48263412009743
267	14.231365977573294	25.67830084767542	25.3112568064315
268	0.0	10.0454083580735	43.06092546785885
269	0.0	45.51157319930675	30.551307695998688
270	0.0	22.832588202504272	14.316783349617179
271	0.0	46.12640740417639	29.895542764583393
272	0.0	30.246718748588346	20.071153360678412
273	0.0	30.288735076654593	33.153855416573734
274	8.893517330260389	45.20158197899524	34.76260639009249
275	0.0	0.025455484482195673	32.494938001711766
276	14.861806546370198	40.51243976157997	36.97472945408584
277	8.73508534772902	43.135174739658126	27.85291297158991
278	0.0	45.80009495442765	30.110657071295673
279	0.0	47.3172200251644	31.278202429703235
280	8.454630030522939	46.9887268020502	29.59867905396206
281	0.0	44.20186283914052	30.81544361022761
282	9.06163316499355	44.30441779337942	32.74111007239347
283	0.0	36.57839783681164	37.13906616469535
284	0.0	13.759995910791622	4.06827586094767
285	0.0	48.08703621892242	29.898242506879292
286	0.0	48.53962359121736	35.43599725239753
287	0.0	11.94621717995502	5.441686193601181
288	0.0	35.093609762183576	5.5365430162970135
289	0.0	44.96872832137767	30.965445125040983
290	0.0	41.56423351362484	30.399033228717254
291	0.0	42.81919041652621	29.211115749373526
292	0.0	50.77692001110858	2.458935692603816
293	0.0	30.4706323709385	32.45603976291807
294	0.0	5.3444929060836595	33.695458410306536
295	0.0	42.03963684921049	5.782544388789777
296	8.168338062023171	44.094169448737404	28.1107179261908
297	14.608597029525445	25.19746073121958	13.201521612202939
298	9.497158213464086	43.535426926358205	29.88360760545373
299	9.707559397501756	46.51558928300324	28.370238773426017
300	0.0	31.9009824679827	32.836754596811474
301	5.353132983401068	44.52507609985762	21.879342238010107
302	0.0	13.844974581124763	15.819300956426046
303	0.0	31.060558261947786	17.946611179038264
304	0.0	42.68931117862728	28.38451074149792
305	9.296343301082029	46.81288138873137	32.393096024702295
306	0.0	21.874426531099516	37.41875140308206
307	0.0	50.77692001110858	2.458935692603816
308	8.816260577916356	44.873152528262054	27.559659647103246
309	0.0	44.89242961013221	29.15465730562507
310	0.0	45.31763775167511	29.744586001521682
311	0.0	44.31916884916356	28.415353122501884
312	8.766296347254672	42.197298526093135	30.913085273870045
313	0.0	32.99940672275431	19.38840303512564
314	1.7079360779123187	24.72161163710605	9.64507546035318
315	0.0	10.810667636212848	38.64542006983775
316	0.0	44.996861600465245	30.17801286871385
317	8.11296202534019	43.76421972250109	29.12453800355509
318	0.0	47.731329924472654	2.9779136749452473
319	0.0	32.66374220816156	37.31022599181775
320	9.007071427640936	46.776214904622286	32.00642559026756
321	0.0	44.60936585136486	29.41204905147242
322	12.896737951253547	44.63353766082094	30.476558011454735
323	0.0	27.835788421234987	15.03740545651181
324	0.0	27.1307697272386	17.182772482245678
325	0.0	41.48183595705202	29.144471179302453
326	0.0	15.297578604395685	31.826773103399194
327	13.500661826612397	26.920396185323135	24.48341104335886
328	9.984393588834184	43.980327077151834	30.809620971017395
329	0.0	45.73131203059038	29.39861352504199
330	8.262548021145362	45.798179361081274	30.59307206016659
331	12.374970971362586	44.777304211884086	3.6876485441120987
332	0.0	31.10824235710113	33.1377744327558
333	0.0	46.044746792300465	27.2269807687917
334	0.0	35.70171674216447	17.99862678457071
335	0.0	43.05271787346619	29.549190954202906
336	8.769276305411484	43.311464381019526	29.547518570323234
337	0.0	46.027851178993345	7.458729248593469
338	0.0	43.13420264250315	29.251923675271915
339	0.0	45.714150709372625	30.92192904662089
340	0.0	39.25133776884389	9.390160796663512
341	0.0	32.81720658459796	16.4093154686744
342	0.0	30.23762011007002	38.985898240214865
343	9.121877729840918	43.58475438106265	30.286435218058465
344	10.179306028748401	49.8082127379727	17.682374952234536
345	0.0	32.39293944159969	25.421426854672788
346	0.0	47.66009607214414	27.933745793973277
347	0.0	34.5682582752063	19.03462243419658
348	0.0	42.29270431697661	29.596917707620857
349	9.444735274759859	47.43711624453616	29.49743419016138
350	0.0	49.32384030577621	26.685226464137195
351	0.0	36.414926232131	9.982313368360636
352	0.0	32.836427517813625	36.23511029663881
353	8.789681124516921	47.18155604421856	29.144063464247726
354	8.176334726390474	45.78266878609021	27.263810633580242
355	0.0	19.85176109835262	7.086704704946685
356	0.0	28.908266134404748	33.35973473844498
357	0.0	13.811009932951459	0.9218378464098933
358	0.0	18.7707323775925	8.074410870392645
359	0.0	31.62489779503408	34.487209986150425
360	8.709870183037204	20.256931476069465	31.32253362517365
361	0.0	42.478141091678474	29.230981940999044
362	0.0	35.117766078457215	33.99861571354
363	1.3654249885939829	37.00431594045243	42.32174471366324
364	0.0	13.487395155165544	21.096228909889703
365	0.0	45.271066421832785	32.02006522708008
366	0.0	35.26402686090626	34.764272767076264
367	8.22048457706337	44.50552448754717	27.905525217157553
368	0.0	44.930262138382766	28.71755079096216
369	0.0	10.72565422738852	28.825589183454
370	0.0	41.76794593897579	28.205494941026036
371	0.0	43.79559204515216	28.439347602078726
372	3.9796810509439435	27.208847954605247	25.139856417763585
373	8.658445118474823	42.28054253119884	26.39258653588863
374	11.682186484888602	47.4358642915973	7.05298664996386
375	0.0	46.69935016074981	29.907379202864572
376	0.0	47.77143833339933	17.446191803383986
377	0.0	18.291742402271872	41.572196922737916
378	7.806889037445306	12.646481370712815	37.38213713006057
379	0.0	10.995676718706463	27.718204114290376
380	8.857589088213057	44.98612602718374	28.275894817200403
381	0.0	46.95306565712557	27.685659487923225
382	8.496054369440055	45.8026749727081	29.951670593678784
383	0.0	44.48057703004143	31.208565507600664
384	11.636391252345529	46.122999810914585	23.18967934635844
385	9.1739453651342	43.58098418796438	28.965366051605706
386	9.330842250761558	9.260489972204978	28.016197290708508
387	0.0	45.653779209160405	28.90733644755241
388	8.246488251771924	44.54277876026675	30.924997073622222
389	0.0	19.543279044870633	17.293699286757178
390	0.0	7.827374244043434	40.266236163666015
391	0.0	45.50170638107935	30.069699849701752
392	0.0	44.817702037812055	28.934908231505627
393	0.0	5.358889850255181	23.665760489161425
394	0.0	14.779737184436422	2.58695566192549
395	0.0	48.38119026202865	32.446120626829405
