,A_0,X_0,Y_0,A_1,X_1,Y_1,A_2,X_2,Y_2,A_3,X_3,Y_3,A_4,X_4,Y_4,A_5,X_5,Y_5,A_6,X_6,Y_6,A_7,X_7,Y_7,A_8,X_8,Y_8,A_9,X_9,Y_9,A_10,X_10,Y_10,A_11,X_11,Y_11,A_12,X_12,Y_12,A_13,X_13,Y_13,A_14,X_14,Y_14,A_15,X_15,Y_15,A_16,X_16,Y_16,A_17,X_17,Y_17,A_18,X_18,Y_18,A_19,X_19,Y_19
0,8.183788071112291,36.83800712281376,8.160735792460558,6.1721982139741,11.63376915264838,25.28699837985917,5.502421926383041,28.131330382093026,24.102513116220457,8.528509287446816,38.68336337841867,25.734736798140087,6.658281623133946,8.833619060548411,49.01660835786097,5.870725032875899,15.162776342314618,8.08233976554091,0.0,8.972597150996082,34.62841746591002,0.0,35.461518508086,17.157322878812696,0.0,3.9334643564978067,42.797963919391954,0.0,42.17151185856502,1.1074526096808257,0.0,5.458561049577964,8.620066073851373,0.0,4.925231156893278,48.43164858672284,5.734397259216386,46.308138279982806,10.905599103547454,0.0,17.912383128161597,47.253892717287485,5.642923502998459,39.58319305729898,5.402566392866439,0.0,19.882724437299416,24.071934349615592,7.4337802331015475,5.4583809778033245,26.548190688241593,0.0,26.490355833950748,17.033115210280027,0.0,14.574061045351266,26.116971243729743,6.128550274394613,1.4387216899150956,14.315176603794836
1,8.152037514508521,36.86197834702699,8.194863474929196,6.175183125240515,11.623836089564758,25.265831332302394,5.503004833407268,28.131711778515932,24.104484505500817,8.530406896318658,38.68421625978339,25.74975920371636,6.66984390211939,8.829185819381976,49.01218810745287,5.834311114118778,15.201400352084217,8.156971207734383,0.0,8.972597150996082,34.62841746591002,0.0,35.461518508086,17.157322878812696,0.0,3.9334643564978067,42.797963919391954,0.0,42.17151185856502,1.1074526096808257,0.0,5.458561049577964,8.620066073851373,0.0,4.925231156893278,48.43164858672284,5.723026584368702,46.315508942755976,10.911373611214655,0.0,17.912383128161597,47.253892717287485,5.850394437894587,39.64739243788928,5.411579715493133,0.0,19.882724437299416,24.071934349615592,7.4337802331015475,5.4583809778033245,26.548190688241593,0.0,26.490355833950748,17.033115210280027,0.0,14.574061045351266,26.116971243729743,6.016031196204841,1.4219777313346245,14.314086766585522
2,8.140146180196965,36.84369148273654,8.18976579989434,6.1475038766937455,11.66743413626363,25.311926162335702,5.467029462479026,28.13459152181295,24.085608224592832,8.499302883821118,38.70514336652428,25.7396408379466,6.848440377702918,8.818748853124395,49.131830976596355,5.845357249817055,15.19524117403038,8.150747699125471,0.0,8.972597150996082,34.62841746591002,0.0,35.461518508086,17.157322878812696,0.0,3.9334643564978067,42.797963919391954,0.0,42.17151185856502,1.1074526096808257,0.0,5.458561049577964,8.620066073851373,0.0,4.925231156893278,48.43164858672284,5.74758655540043,46.29990620612769,10.915227361317747,0.0,17.912383128161597,47.253892717287485,5.688405158167137,39.581619189015406,5.396524386242896,0.0,9.209985325785647,24.25016229008858,7.448371492664892,5.490189054726037,26.552635218677477,0.0,26.490355833950748,17.033115210280027,0.0,14.574061045351266,26.116971243729743,5.937135030946502,1.4386235616435998,14.332014538362394
3,8.413681459441602,36.89132315215313,8.102175566911834,6.157052330470287,11.61476969323979,25.272793029443474,5.522454947479554,28.134785616886084,24.074093509067517,8.481674474589187,38.69213833772659,25.75617908846089,6.726033515100788,8.81357183179967,49.03099099955327,5.834903880368367,15.20552714383902,8.170602027148085,0.0,8.972597150996082,34.62841746591002,0.0,35.461518508086,17.157322878812696,0.0,3.9334643564978067,42.797963919391954,0.0,33.116381675482344,15.802371269552262,0.0,5.458561049577964,8.620066073851373,0.0,9.801406969250671,2.807245844486439,5.699222796703808,46.319386657734164,10.942551146795632,0.0,17.912383128161597,47.253892717287485,5.468139161480707,39.73081705494696,5.3123962769082596,0.0,28.2436743306026,32.213711846429796,7.405474996495792,5.479968536679581,26.554599173138882,0.0,26.490355833950748,17.033115210280027,0.0,14.574061045351266,26.116971243729743,5.972182816005046,1.4370990856447856,14.349242595922377
4,8.406411345662137,36.908560131639625,8.10813065695379,6.121589453434714,11.648481489899611,25.295888469165373,5.467029462479026,28.13459152181295,24.085608224592832,8.459796199640884,38.666925667642694,25.74514428514403,6.805767304280495,8.793198053946464,49.07437096135461,5.834903880368367,15.20552714383902,8.170602027148085,0.0,8.972597150996082,34.62841746591002,0.0,35.461518508086,17.157322878812696,0.0,3.9334643564978067,42.797963919391954,0.0,33.116381675482344,15.802371269552262,0.0,5.458561049577964,8.620066073851373,0.0,9.801406969250671,2.807245844486439,5.6734989096334925,46.29127598657661,10.968006347365023,0.0,17.912383128161597,47.253892717287485,5.491546231587598,39.78171073741815,5.314600083535382,0.0,28.2436743306026,32.213711846429796,7.405474996495792,5.479968536679581,26.554599173138882,0.0,26.490355833950748,17.033115210280027,0.0,14.574061045351266,26.116971243729743,5.978581131190057,1.4282504314581759,14.335281341394282
5,8.006738382316488,36.8055965429445,8.176628882238326,6.064840094244879,11.635402310605427,25.289893792821008,5.478834548669683,28.16614872435155,24.074391824108584,8.53048507877654,38.658514295395264,25.751476932462488,6.743392055011157,8.812200885290208,49.06254292030117,5.879320554746829,15.213604588772393,8.16931027595582,0.0,8.972597150996082,34.62841746591002,0.0,35.461518508086,17.157322878812696,0.0,3.9334643564978067,42.797963919391954,0.0,46.443234320068555,3.3522156955521187,0.0,5.458561049577964,8.620066073851373,0.0,9.801406969250671,2.807245844486439,5.754033805379406,46.3093914819188,10.943756009368268,0.0,17.912383128161597,47.253892717287485,5.855537255866023,39.605407077810725,5.443855251036814,0.0,31.105639132178503,14.165266642645724,7.463086483691096,5.493777637851417,26.54265733385445,0.0,26.490355833950748,17.033115210280027,0.0,14.574061045351266,26.116971243729743,5.987036556335348,1.4349220265386946,14.341386049772172
6,8.081597398378898,36.81108686439765,8.206313593055732,6.166133353382378,11.66658377035961,25.27776555473452,5.544609094619548,28.139973461533632,24.10526404355393,8.532858776585941,38.68129284014236,25.75440706293893,6.75843078216255,8.821884834384376,49.055738465563174,5.851842041701953,15.203535232022356,8.164813400199801,0.0,8.972597150996082,34.62841746591002,0.0,35.461518508086,17.157322878812696,0.0,3.9334643564978067,42.797963919391954,0.0,27.172338790667432,5.642754526671206,0.0,5.458561049577964,8.620066073851373,0.0,4.925231156893278,48.43164858672284,5.731688401241366,46.313527494933794,10.915410662809249,0.0,17.912383128161597,47.253892717287485,5.7630302177636015,39.59076239648053,5.40859805626028,0.0,30.231099980343934,2.292353110766415,7.5021379602928695,5.490757502351136,26.544969943818124,0.0,26.490355833950748,17.033115210280027,0.0,14.574061045351266,26.116971243729743,5.960871634922877,1.462174222204713,14.318838347820165
7,8.513248504865595,38.681571118096386,25.7363944284001,7.490645496423301,36.65747653805121,8.319108180396402,5.984041263597866,1.4586329154342705,14.367854392458744,6.431709728579051,39.498497436953954,5.6831696799825915,0.0,10.962754939139819,22.547281336992082,0.0,37.196642725046736,35.534417008197316,0.0,14.55017426033356,47.272048971806335,0.0,47.6700134490196,38.93105651297643,0.0,36.188547676970245,27.16674334048546,5.854028134941449,15.217131512926692,8.189690128106344,0.0,9.404184986289454,46.59265098944317,6.175420217512111,11.628915442660034,25.28708146919006,0.0,27.46573055379696,17.251569670697485,0.0,29.874052597758922,0.643059812235186,0.0,4.773891100405569,20.336565641028216,6.836338982984175,8.815918999655464,49.08763250933661,5.4860759229076566,28.116643518323762,24.089840831933145,5.746109363054019,46.380424514241675,10.960379071473188,7.486155776173678,5.47626938006956,26.524690052021345,0.0,35.72427319537011,44.984420920362375
8,8.384330308137972,36.874565765155815,8.160244699744279,6.140148797193494,11.634787472196303,25.28740426306211,5.467029462479026,28.13459152181295,24.085608224592832,8.560328415180214,38.70064243206183,25.73231728709001,6.678716428605394,8.823378830058616,49.03081891947621,5.867270011799355,15.20909525679319,8.154513151460497,0.0,8.972597150996082,34.62841746591002,0.0,35.461518508086,17.157322878812696,0.0,3.9334643564978067,42.797963919391954,0.0,42.17151185856502,1.1074526096808257,0.0,5.458561049577964,8.620066073851373,0.0,4.925231156893278,48.43164858672284,5.7454620379528505,46.33787490170084,10.916989165636359,0.0,17.912383128161597,47.253892717287485,5.625455831430619,39.68058085727183,5.39065498080841,0.0,9.209985325785647,24.25016229008858,7.448371492664892,5.490189054726037,26.552635218677477,0.0,26.490355833950748,17.033115210280027,0.0,14.574061045351266,26.116971243729743,5.96258997348228,1.4192725249785976,14.36646037718178
9,8.345159728595533,36.90937577363525,8.117400988518847,6.2008004932628475,11.611141716198077,25.275173935879476,5.467029462479026,28.13459152181295,24.085608224592832,8.423915987449371,38.663047480926544,25.732603643848602,6.726171643666646,8.804414614234185,49.03059412337246,5.728701626272743,15.232183924278505,8.164944872682682,0.0,8.972597150996082,34.62841746591002,0.0,35.461518508086,17.157322878812696,0.0,3.9334643564978067,42.797963919391954,0.0,40.56987985828748,30.700425792995535,0.0,5.458561049577964,8.620066073851373,0.0,9.801406969250671,2.807245844486439,5.728346976641048,46.312435518504905,10.898392264549416,0.0,17.912383128161597,47.253892717287485,5.442625875754839,39.709439601309,5.278230548162562,0.0,40.839801704007215,10.6398880228122,7.405474996495792,5.479968536679581,26.554599173138882,0.0,26.490355833950748,17.033115210280027,0.0,14.574061045351266,26.116971243729743,5.954886549236428,1.4526954958674263,14.342109431711375
