,A_0,X_0,Y_0,A_1,X_1,Y_1,A_2,X_2,Y_2,A_3,X_3,Y_3
0,0.0,45.348218251854966,6.128304812188912,0.0,43.21204800109843,32.98960283472514,6.056770367619108,15.165623201567058,8.27838505668789,6.1673699855301205,1.7185391302688713,14.348791799416706
1,0.0,40.27532163007349,3.2991558259235108,6.013664273672761,15.156525869800376,8.280453019229602,0.0,43.937518807368185,41.95582004487628,6.16188053088962,1.7289635955199743,14.342529538075894
2,0.0,41.16783527063131,47.294569473969396,6.2017022319693575,1.7225229590829958,14.316948994875206,0.0,46.334511562429256,12.585915824871712,6.018360059851121,15.155640931222308,8.255191956078145
3,0.0,32.825498212406046,22.82308780501967,0.0,1.0963008329951895,6.220746752592548,6.330356379833334,15.12196902213006,8.208112113874181,6.159055743142456,1.7303251353234634,14.328128375492268
4,0.0,12.001247424167872,23.56789090721924,6.059665102346572,15.156266411292176,8.287156574320633,0.0,11.04343759674704,35.457507290424836,6.2164796909813465,1.7179364399278507,14.337595546189185
5,0.0,4.595128714135427,46.869338390853656,6.089792410379647,15.160963432946152,8.263324849192687,0.0,43.937518807368185,41.95582004487628,6.151382722967576,1.7264133505312076,14.33770361265262
6,0.0,8.637322844148782,23.234993331821034,0.0,29.560006847131238,22.881297564337917,6.032807061894267,15.15745722594724,8.27499702735586,6.152184194071705,1.7321687401673476,14.325292024898674
7,0.0,18.79989006849343,3.6714990598128328,6.254814964814538,1.6882595899800343,14.32465713590151,0.0,46.334511562429256,12.585915824871712,6.055458987846418,15.139954852579327,8.298401035170874
8,0.0,1.56196158171939,45.538217988465576,6.321718378473113,1.6794884325009156,14.301800223880003,6.040809822861666,15.143929796676742,8.25782714282867,0.0,2.6711809501544446,9.574490299253647
9,0.0,13.814908108452512,18.563109177997937,6.188996773617341,1.7410927375775693,14.353073272520986,0.0,28.364500312520363,12.48811188459168,6.125847148750013,15.140366342483434,8.28831983677909
10,0.0,3.1572419529503124,44.64795807953031,5.951506813832861,15.118673591882589,8.239488231096685,0.0,43.937518807368185,41.95582004487628,6.11214691938098,1.7160254998374136,14.316399189416595
11,0.0,45.5097979172277,3.4161035635621895,6.076589910840406,15.161976981232757,8.275394412199562,0.0,49.17197345450388,23.957508850106414,6.202364197577164,1.7237760641981785,14.338954416646475
12,0.0,22.71383573778661,34.7241158385674,6.0304562502255,15.087387268126268,8.21163609030462,0.0,43.937518807368185,41.95582004487628,6.2217811919378745,1.7315134328897752,14.319521192623183
13,0.0,33.334942724160555,48.1898656652335,0.0,31.797096265882196,36.14797658766743,6.076066006706991,15.129785116060745,8.303845110891324,6.205644831382159,1.7044318576949296,14.333780513268794
14,0.0,7.847103685204298,29.09977367018116,6.057403994996037,15.121020397069108,8.258985340950012,0.0,43.937518807368185,41.95582004487628,6.15887882207198,1.7461353759066756,14.335099301791312
15,0.0,21.435828866556285,28.103829879847353,6.108575712454724,15.15747497975356,8.291948667357579,0.0,43.937518807368185,41.95582004487628,6.193070377174894,1.7278276158479873,14.351592199093142
16,0.0,7.245613372947146,8.908214125229636,0.0,47.92196537815649,19.285015578100374,5.964831543292485,15.138831153013188,8.27993110054628,6.185926713040158,1.7020212695943833,14.354517645992983
17,0.0,5.973226008197291,20.202787976873932,0.0,47.92196537815649,19.285015578100374,6.079673715071826,15.112006617927534,8.274424802248054,6.24844754770915,1.711476640302556,14.341361957547276
18,0.0,45.81307642230698,12.147063289215504,6.079105675024016,15.134055808782588,8.28398873021118,0.0,23.090714150896304,16.83095619920239,6.178646620383676,1.721128289117425,14.343465476239466
19,0.0,26.125079509437594,40.99769316868738,6.096701470141214,15.156427235238505,8.291460401957996,0.0,43.937518807368185,41.95582004487628,6.220059792255682,1.7196565465366092,14.30865789560004
20,0.0,2.8690122384330996,44.88792697992453,6.159443540875194,1.7400788676596535,14.329826357925226,0.0,17.478946396978984,2.9285525405200574,6.061399744323455,15.141555712187088,8.273009927886728
21,0.0,26.2141023293283,35.52553853447279,6.098767706191081,15.15085974841648,8.289094257875293,0.0,43.937518807368185,41.95582004487628,6.177312737635309,1.7231510149415818,14.389619925133305
22,0.0,7.847103685204298,29.09977367018116,6.099198398525198,15.165908209408588,8.28443868122612,0.0,43.937518807368185,41.95582004487628,6.15887882207198,1.7461353759066756,14.335099301791312
23,0.0,8.37687444016218,46.317084856576265,6.10727866277296,15.155702147548947,8.296898179443053,6.258125404250649,1.720553038426064,14.322236309212254,0.0,48.05126420995287,12.026129974535166
