,A_0,X_0,Y_0,A_1,X_1,Y_1,A_2,X_2,Y_2,A_3,X_3,Y_3,A_4,X_4,Y_4,A_5,X_5,Y_5,A_6,X_6,Y_6,A_7,X_7,Y_7
0,0.0,38.61567301117333,47.659186646286464,8.070791590871613,35.7769542062551,30.14975252126256,6.682048781729832,39.64457373804746,26.390300692178386,0.0,28.223466793146283,25.724764544634795,0.0,12.206449465463159,46.40078247424476,0.0,48.862378141792625,0.3972805016792258,7.833469509762113,21.163216942495605,32.481837184327226,7.085072220649554,44.65191627690624,48.53444179398587
1,0.0,27.658347169400056,17.9171958052959,0.0,14.27234100399652,18.550163859743012,0.0,0.968788569400092,43.13975809193805,7.868223466721801,36.00752094725666,30.24112364616819,7.027088217786805,44.660676338876605,48.40940742041167,7.422353669570287,21.187701854901885,32.29082363988692,6.844913996586337,39.674063899365045,26.2259401207491,0.0,24.29152414662596,8.58061562017644
2,0.0,6.974756686576239,48.63467058748807,8.070791590871613,35.7769542062551,30.14975252126256,6.682048781729832,39.64457373804746,26.390300692178386,0.0,19.07053434760373,9.338420184958752,0.0,12.206449465463159,46.40078247424476,0.0,48.862378141792625,0.3972805016792258,7.833469509762113,21.163216942495605,32.481837184327226,7.085072220649554,44.65191627690624,48.53444179398587
3,0.0,43.73849619903732,3.852863117305605,8.070791590871613,35.7769542062551,30.14975252126256,6.682048781729832,39.64457373804746,26.390300692178386,0.0,28.223466793146283,25.724764544634795,0.0,1.2605996041526624,10.402521733159482,0.0,48.862378141792625,0.3972805016792258,7.833469509762113,21.163216942495605,32.481837184327226,7.085072220649554,44.65191627690624,48.53444179398587
4,0.0,37.28264269949014,49.246096877108386,8.070791590871613,35.7769542062551,30.14975252126256,6.682048781729832,39.64457373804746,26.390300692178386,0.0,14.689661864634129,27.190398171406365,0.0,12.206449465463159,46.40078247424476,0.0,48.862378141792625,0.3972805016792258,7.833469509762113,21.163216942495605,32.481837184327226,7.085072220649554,44.65191627690624,48.53444179398587
5,0.0,6.61232857262512,28.18752835212302,8.070791590871613,35.7769542062551,30.14975252126256,6.682048781729832,39.64457373804746,26.390300692178386,0.0,14.689661864634129,27.190398171406365,0.0,12.206449465463159,46.40078247424476,0.0,48.862378141792625,0.3972805016792258,7.833469509762113,21.163216942495605,32.481837184327226,7.085072220649554,44.65191627690624,48.53444179398587
6,0.0,11.683154029750515,34.370254838967355,8.070791590871613,35.7769542062551,30.14975252126256,6.682048781729832,39.64457373804746,26.390300692178386,0.0,28.223466793146283,25.724764544634795,0.0,12.206449465463159,46.40078247424476,0.0,16.375582850232473,47.428831885080186,7.833469509762113,21.163216942495605,32.481837184327226,7.085072220649554,44.65191627690624,48.53444179398587
7,0.0,8.094748922542683,16.225665243197078,8.070791590871613,35.7769542062551,30.14975252126256,6.682048781729832,39.64457373804746,26.390300692178386,0.0,14.689661864634129,27.190398171406365,0.0,12.206449465463159,46.40078247424476,0.0,20.523184464829907,49.30802555495435,7.833469509762113,21.163216942495605,32.481837184327226,7.085072220649554,44.65191627690624,48.53444179398587
8,0.0,7.611479164742957,13.928114526601387,0.0,15.411950404680791,12.303129409947772,8.0542635837203,35.849193679440184,30.033454197632917,0.0,20.370686029131452,38.80791850066098,7.457017580615254,21.229978755290016,32.34848904049519,6.8017349728195615,39.58376836986727,26.43957780893558,7.372818000310501,44.709465017376075,48.48157197830237,0.0,1.02952409807604,7.447605948865965
9,0.0,7.732586706178673,1.8601181131615352,0.0,22.917857474820842,14.128764573477405,0.0,27.809166411096193,12.787011044251534,7.771041135032561,35.784642913527186,30.28909183578227,7.221627054359664,21.123935107914008,32.5270778871645,0.0,24.519539829169073,2.7104940461779856,6.786829144883528,44.672175020711165,48.37033300835179,7.123376112414453,39.628945705225256,26.548280324908337
10,0.0,8.936881273722175,12.764506018196652,8.070791590871613,35.7769542062551,30.14975252126256,6.682048781729832,39.64457373804746,26.390300692178386,0.0,28.223466793146283,25.724764544634795,0.0,1.2605996041526624,10.402521733159482,0.0,48.862378141792625,0.3972805016792258,7.833469509762113,21.163216942495605,32.481837184327226,7.085072220649554,44.65191627690624,48.53444179398587
11,0.0,35.87417554023315,27.50939308656657,0.0,45.16871411618747,9.259278034056317,0.0,27.809166411096193,12.787011044251534,7.771041135032561,35.784642913527186,30.28909183578227,7.221627054359664,21.123935107914008,32.5270778871645,0.0,24.519539829169073,2.7104940461779856,6.786829144883528,44.672175020711165,48.37033300835179,7.123376112414453,39.628945705225256,26.548280324908337
